
0	1.3
0.01	1.30498997918753
0.02	1.3099598336675
0.03	1.31490943919382
0.04	1.3198386720266
0.05	1.32474740893527
0.06	1.32963552720169
0.07	1.33450290462313
0.08	1.33934941951542
0.09	1.34417495071593
0.1	1.34897937758665
0.11	1.35376258001715
0.12	1.35852443842761
0.13	1.36326483377182
0.14	1.36798364754016
0.15	1.37268076176251
0.16	1.37735605901127
0.17	1.38200942240425
0.18	1.38664073560761
0.19	1.39124988283875
0.2	1.39583674886925
0.21	1.40040121902768
0.22	1.40494317920253
0.23	1.40946251584504
0.24	1.41395911597201
0.25	1.41843286716869
0.26	1.42288365759153
0.27	1.42731137597099
0.28	1.43171591161435
0.29	1.43609715440844
0.3	1.44045499482243
0.31	1.44478932391054
0.32	1.44910003331475
0.33	1.45338701526756
0.34	1.45765016259464
0.35	1.46188936871754
0.36	1.46610452765632
0.37	1.47029553403223
0.38	1.47446228307032
0.39	1.47860467060208
0.4	1.48272259306805
0.41	1.48681594752038
0.42	1.49088463162542
0.43	1.49492854366627
0.44	1.49894758254535
0.45	1.5029416477869
0.46	1.50691063953949
0.47	1.51085445857853
0.48	1.51477300630876
0.49	1.51866618476668
0.5	1.52253389662304
0.51	1.52637604518524
0.52	1.53019253439977
0.53	1.53398326885459
0.54	1.53774815378154
0.55	1.5414870950587
0.56	1.54519999921273
0.57	1.54888677342122
0.58	1.55254732551499
0.59	1.55618156398045
0.6	1.55978939796182
0.61	1.56337073726344
0.62	1.56692549235201
0.63	1.57045357435885
0.64	1.57395489508207
0.65	1.57742936698885
0.66	1.58087690321758
0.67	1.58429741758002
0.68	1.58769082456349
0.69	1.591057039333
0.7	1.59439597773335
0.71	1.59770755629126
0.72	1.60099169221744
0.73	1.60424830340865
0.74	1.60747730844979
0.75	1.6106786266159
0.76	1.61385217787419
0.77	1.61699788288605
0.78	1.62011566300901
0.79	1.62320544029874
0.8	1.62626713751096
0.81	1.6293006781034
0.82	1.63230598623771
0.83	1.63528298678133
0.84	1.63823160530942
0.85	1.64115176810665
0.86	1.64404340216912
0.87	1.64690643520612
0.88	1.64974079564197
0.89	1.65254641261781
0.9	1.65532321599337
0.91	1.6580711363487
0.92	1.66079010498594
0.93	1.66348005393101
0.94	1.66614091593533
0.95	1.66877262447749
0.96	1.67137511376491
0.97	1.6739483187355
0.98	1.67649217505926
0.99	1.67900661913991
1	1.6814915881165
1.01	1.68394701986492
1.02	1.68637285299951
1.03	1.68876902687456
1.04	1.69113548158586
1.05	1.69347215797215
1.06	1.69577899761666
1.07	1.6980559428485
1.08	1.70030293674417
1.09	1.70251992312894
1.1	1.70470684657826
1.11	1.70686365241917
1.12	1.70899028673162
1.13	1.71108669634987
1.14	1.71315282886378
1.15	1.71518863262017
1.16	1.71719405672402
1.17	1.71916905103986
1.18	1.72111356619291
1.19	1.72302755357042
1.2	1.72491096532278
1.21	1.7267637543648
1.22	1.72858587437686
1.23	1.73037727980606
1.24	1.73213792586733
1.25	1.73386776854464
1.26	1.73556676459199
1.27	1.73723487153458
1.28	1.73887204766983
1.29	1.7404782520684
1.3	1.74205344457528
1.31	1.74359758581074
1.32	1.74511063717133
1.33	1.74659256083083
1.34	1.74804331974124
1.35	1.74946287763366
1.36	1.75085119901921
1.37	1.75220824918994
1.38	1.75353399421965
1.39	1.7548284009648
1.4	1.75609143706528
1.41	1.75732307094526
1.42	1.75852327181394
1.43	1.75969200966638
1.44	1.76082925528419
1.45	1.76193498023628
1.46	1.76300915687959
1.47	1.76405175835977
1.48	1.76506275861182
1.49	1.76604213236079
1.5	1.76698985512239
1.51	1.76790590320361
1.52	1.76879025370328
1.53	1.76964288451269
1.54	1.77046377431611
1.55	1.77125290259135
1.56	1.77201024961023
1.57	1.77273579643913
1.58	1.7734295249394
1.59	1.77409141776787
1.6	1.77472145837726
1.61	1.77531963101657
1.62	1.77588592073154
1.63	1.77642031336494
1.64	1.77692279555699
1.65	1.77739335474565
1.66	1.77783197916698
1.67	1.77823865785538
1.68	1.77861338064391
1.69	1.77895613816451
1.7	1.77926692184828
1.71	1.77954572392563
1.72	1.77979253742652
1.73	1.78000735618063
1.74	1.78019017481751
1.75	1.78034098876669
1.76	1.78045979425783
1.77	1.78054658832081
1.78	1.78060136878578
1.79	1.78062413428323
1.8	1.78061488424401
1.81	1.7805736188994
1.82	1.780500339281
1.83	1.78039504722081
1.84	1.78025774535114
1.85	1.7800884371045
1.86	1.77988712671362
1.87	1.77965381921122
1.88	1.77938852042999
1.89	1.77909123700239
1.9	1.77876197636048
1.91	1.77840074673576
1.92	1.77800755715896
1.93	1.7775824174598
1.94	1.77712533826673
1.95	1.77663633100673
1.96	1.77611540790494
1.97	1.77556258198442
1.98	1.77497786706579
1.99	1.77436127776689
2	1.77371282950241
2.01	1.77303253848353
2.02	1.7723204217175
